period start,symbol,price,change %,min,max,30d avg
2020-12-20T00:00:00+00:00,GPN,$147.32,-26.10%,$117.63,$218.27,$140.75                               
2020-12-20T00:00:00+00:00,HRB,$22.48,54.74%,$14.49,$25.70,$22.96                                    
2020-12-20T00:00:00+00:00,HII,$187.67,16.22%,$153.71,$220.05,$189.60                                
2020-12-20T00:00:00+00:00,HRL,$47.25,1.87%,$40.19,$49.59,$48.48                                     
2020-12-20T00:00:00+00:00,GRMN,$121.41,3.71%,$113.78,$178.38,$130.48                                
2020-12-20T00:00:00+00:00,ABC,$136.83,42.24%,$95.05,$136.83,$131.56                                 
2020-12-20T00:00:00+00:00,BSX,$42.75,22.77%,$34.36,$45.88,$42.83                                    
2020-12-20T00:00:00+00:00,AKAM,$112.17,5.84%,$93.41,$120.44,$114.58                                 
2020-12-20T00:00:00+00:00,HFC,$34.98,42.29%,$24.10,$41.27,$33.88                                    
2020-12-20T00:00:00+00:00,IDXX,$489.05,-0.13%,$465.18,$705.76,$572.15                               
2020-12-20T00:00:00+00:00,FB,$301.71,10.60%,$245.64,$382.18,$326.17                                 
2020-12-20T00:00:00+00:00,INCY,$74.23,-14.65%,$63.34,$100.50,$73.63                                 
2020-12-20T00:00:00+00:00,DXCM,$413.39,18.50%,$323.96,$651.26,$487.11                               
2020-12-20T00:00:00+00:00,FISV,$104.89,-6.76%,$95.55,$126.55,$105.55                                
2020-12-20T00:00:00+00:00,EW,$104.89,22.48%,$78.68,$130.68,$120.59                                  
2020-12-20T00:00:00+00:00,REGN,$624.92,25.80%,$446.73,$680.96,$619.28                               
2020-12-20T00:00:00+00:00,IPGP,$144.34,-33.28%,$142.58,$258.58,$162.26                              
2020-12-20T00:00:00+00:00,CMG,$1410.35,-0.54%,$1307.19,$1944.05,$1583.41                            
2020-12-20T00:00:00+00:00,DISH,$30.99,4.10%,$28.88,$46.53,$33.07                                    
2020-12-20T00:00:00+00:00,BIIB,$225.21,-9.31%,$218.94,$414.71,$233.93                               
2020-12-20T00:00:00+00:00,FTNT,$282.16,93.31%,$138.11,$367.67,$320.53                               
2020-12-20T00:00:00+00:00,EBAY,$57.54,12.27%,$49.81,$80.59,$63.38                                   
2020-12-20T00:00:00+00:00,CPRT,$125.42,2.65%,$103.99,$159.10,$138.92                                
2020-12-20T00:00:00+00:00,EQIX,$707.56,1.29%,$592.53,$882.83,$778.63                                
2020-12-20T00:00:00+00:00,HSIC,$75.70,13.90%,$61.50,$82.97,$76.18                                   
2020-12-20T00:00:00+00:00,DISCK,$26.56,10.57%,$21.68,$66.00,$25.42                                  
2020-12-20T00:00:00+00:00,AKAM,$112.17,5.84%,$93.41,$120.44,$114.38                                 
2020-12-20T00:00:00+00:00,DISCA,$27.15,-0.80%,$22.26,$77.27,$26.17                                  
2020-12-20T00:00:00+00:00,PXD,$215.61,103.52%,$103.60,$219.06,$196.37                               
2020-12-20T00:00:00+00:00,EA,$131.92,-6.22%,$120.23,$148.61,$132.55                                 
2020-12-20T00:00:00+00:00,SPG,$146.42,85.74%,$78.83,$168.71,$154.89                                 
2020-12-20T00:00:00+00:00,CRM,$222.06,-1.95%,$205.33,$309.96,$237.29                                
2020-12-20T00:00:00+00:00,IVZ,$21.72,28.44%,$16.45,$28.84,$23.18                                    
2020-12-20T00:00:00+00:00,HLT,$143.38,37.88%,$98.67,$155.99,$148.26                                 
2020-12-20T00:00:00+00:00,PYPL,$163.52,-31.21%,$156.98,$308.53,$181.37                              
2020-12-20T00:00:00+00:00,LKQ,$54.17,50.81%,$34.72,$60.03,$56.89                                    
2020-12-20T00:00:00+00:00,FFIV,$199.51,14.47%,$174.29,$247.78,$231.50                               
2020-12-20T00:00:00+00:00,GILD,$68.86,20.21%,$55.43,$73.64,$71.20                                   
2020-12-20T00:00:00+00:00,AMT,$246.61,15.06%,$194.81,$300.72,$266.15                                
2020-12-20T00:00:00+00:00,LYV,$105.22,45.77%,$66.45,$123.80,$113.61                                 
2020-12-20T00:00:00+00:00,PAYC,$317.26,-28.80%,$300.98,$553.23,$368.16                              
2020-12-20T00:00:00+00:00,INFO,$114.65,32.73%,$83.12,$134.33,$125.13                                
2020-12-20T00:00:00+00:00,AZO,$1951.50,63.59%,$1118.37,$2104.04,$2008.01                            
2020-12-20T00:00:00+00:00,FLT,$231.50,-14.84%,$200.83,$293.44,$230.01                               
2020-12-20T00:00:00+00:00,HOLX,$70.02,-6.93%,$60.52,$83.72,$72.76                                   
2020-12-20T00:00:00+00:00,GOOG,$2665.79,53.26%,$1723.50,$3014.18,$2790.14                           
2020-12-20T00:00:00+00:00,PWR,$98.52,44.13%,$68.08,$121.91,$107.43                                  
2020-12-20T00:00:00+00:00,KMB,$139.01,7.13%,$124.04,$144.59,$141.32                                 
2020-12-20T00:00:00+00:00,CBRE,$98.29,57.54%,$59.42,$110.30,$103.72                                 
2020-12-20T00:00:00+00:00,ICE,$124.40,11.76%,$108.16,$138.47,$131.18                                
2020-12-20T00:00:00+00:00,LEG,$38.62,-2.35%,$37.89,$56.41,$40.38                                    
2020-12-20T00:00:00+00:00,FTI,$6.46,-5.11%,$5.58,$10.60,$6.44                                       
2020-12-20T00:00:00+00:00,ORLY,$643.52,42.19%,$425.47,$708.14,$675.63                               
2020-12-20T00:00:00+00:00,ISRG,$271.79,3.31%,$228.30,$365.42,$323.14                                
2020-12-20T00:00:00+00:00,GE,$92.08,7.07%,$83.61,$114.60,$96.35                                     
2020-12-20T00:00:00+00:00,ANSS,$322.77,-9.32%,$293.55,$411.22,$368.50                               
2020-12-20T00:00:00+00:00,GWW,$495.04,22.00%,$359.06,$525.39,$503.20                                
2020-12-20T00:00:00+00:00,QCOM,$166.81,14.75%,$122.57,$189.28,$178.73                               
2020-12-20T00:00:00+00:00,DOW,$60.05,13.95%,$49.66,$69.01,$57.44                                    
2020-12-20T00:00:00+00:00,FDX,$244.82,-8.98%,$217.20,$312.96,$253.11                                
2020-12-20T00:00:00+00:00,EXPE,$174.36,41.34%,$123.15,$188.43,$177.43                               
2020-12-20T00:00:00+00:00,GLW,$42.12,20.01%,$34.09,$45.44,$37.33                                    
2020-12-20T00:00:00+00:00,CDW,$184.53,41.57%,$126.53,$208.13,$195.35                                
2020-12-20T00:00:00+00:00,HFC,$34.98,42.29%,$24.10,$41.27,$33.88                                    
2020-12-20T00:00:00+00:00,RL,$109.29,9.82%,$97.08,$137.15,$114.31                                   
2020-12-20T00:00:00+00:00,NLOK,$25.64,23.49%,$19.42,$28.67,$26.16                                   
2020-12-20T00:00:00+00:00,GS,$347.02,37.41%,$245.78,$421.62,$376.60                                 
2020-12-20T00:00:00+00:00,FE,$41.76,45.33%,$28.06,$41.76,$41.10                                     
2020-12-20T00:00:00+00:00,REG,$71.19,60.36%,$43.20,$77.86,$73.65                                    
2020-12-20T00:00:00+00:00,IT,$287.58,83.76%,$151.58,$339.69,$304.61                                 
2020-12-20T00:00:00+00:00,LUV,$42.92,-6.29%,$39.36,$64.10,$43.29                                    
2020-12-20T00:00:00+00:00,FIS,$117.36,-15.09%,$101.98,$154.23,$112.42                               
2020-12-20T00:00:00+00:00,SO,$69.00,19.84%,$55.00,$69.00,$67.80                                     
2020-12-20T00:00:00+00:00,SIVB,$558.47,51.96%,$367.50,$755.03,$662.63                               
2020-12-20T00:00:00+00:00,EXR,$197.07,77.20%,$105.85,$226.73,$210.19                                
2020-12-20T00:00:00+00:00,ADP,$199.27,13.38%,$159.46,$248.01,$230.92                                
2020-12-20T00:00:00+00:00,INTU,$534.82,42.87%,$359.49,$694.66,$585.94                               
2020-12-20T00:00:00+00:00,HII,$187.67,16.22%,$153.71,$220.05,$189.60                                
2020-12-20T00:00:00+00:00,PPL,$29.69,17.71%,$24.73,$30.25,$29.76                                    
2020-12-20T00:00:00+00:00,ADS,$67.43,25.10%,$53.35,$98.98,$68.40                                    
2020-12-20T00:00:00+00:00,KSS,$60.17,59.50%,$37.52,$63.71,$50.90                                    
2020-12-20T00:00:00+00:00,DFS,$113.84,32.99%,$80.83,$134.28,$118.89                                 
2020-12-20T00:00:00+00:00,HWM,$30.75,16.37%,$23.57,$35.68,$32.31                                    
2020-12-20T00:00:00+00:00,J,$128.11,20.88%,$100.32,$148.45,$134.18                                  
2020-12-20T00:00:00+00:00,ORCL,$80.46,27.18%,$59.45,$103.27,$87.18                                  
2020-12-20T00:00:00+00:00,CE,$153.18,19.33%,$117.18,$173.82,$165.48                                 
2020-12-20T00:00:00+00:00,AON,$270.10,30.16%,$200.54,$320.57,$284.68                                
2020-12-20T00:00:00+00:00,CBOE,$116.00,30.53%,$86.64,$134.57,$123.88                                
2020-12-20T00:00:00+00:00,MAR,$159.38,25.18%,$116.31,$168.39,$160.88                                
2020-12-20T00:00:00+00:00,HSY,$196.79,34.16%,$142.23,$200.35,$194.18                                
2020-12-20T00:00:00+00:00,ADBE,$518.16,3.97%,$421.20,$688.37,$535.86                                
2020-12-20T00:00:00+00:00,AAPL,$170.33,33.26%,$116.16,$182.01,$171.84                               
2020-12-20T00:00:00+00:00,ABT,$125.35,18.18%,$104.61,$140.96,$132.55                                
2020-12-20T00:00:00+00:00,IR,$55.15,20.83%,$40.80,$61.87,$58.93                                     
2020-12-20T00:00:00+00:00,EQR,$88.88,59.94%,$54.81,$92.25,$89.15                                    
2020-12-20T00:00:00+00:00,PCAR,$93.66,9.85%,$78.77,$99.25,$90.36                                    
2020-12-20T00:00:00+00:00,RTX,$90.32,32.78%,$63.95,$92.33,$87.77                                    
2020-12-20T00:00:00+00:00,AMD,$105.24,12.88%,$73.09,$161.91,$133.79                                 
2020-12-20T00:00:00+00:00,ANTM,$442.07,46.04%,$284.25,$467.67,$449.81                               
2020-12-20T00:00:00+00:00,DD,$76.07,9.70%,$67.09,$85.00,$79.91                                      
2020-12-20T00:00:00+00:00,TRV,$166.79,23.47%,$131.55,$168.83,$161.04                                
2020-12-20T00:00:00+00:00,FRT,$125.44,53.24%,$79.39,$139.37,$130.86                                 
2020-12-20T00:00:00+00:00,HON,$201.99,-2.48%,$192.09,$232.73,$208.23                                
2020-12-20T00:00:00+00:00,JPM,$146.61,22.37%,$117.98,$170.76,$156.69                                
2020-12-20T00:00:00+00:00,MKTX,$335.31,-41.80%,$330.12,$587.94,$383.15                              
2020-12-20T00:00:00+00:00,CARR,$46.45,22.24%,$35.15,$58.02,$51.20                                   
2020-12-20T00:00:00+00:00,LVS,$43.10,-24.23%,$33.98,$66.20,$39.46                                   
2020-12-20T00:00:00+00:00,ITW,$231.80,16.76%,$190.21,$247.58,$241.21                                
2020-12-20T00:00:00+00:00,TFX,$299.87,-24.57%,$289.48,$442.60,$323.03                               
2020-12-20T00:00:00+00:00,ADM,$75.93,57.52%,$47.58,$75.93,$68.75                                    
2020-12-20T00:00:00+00:00,UNP,$246.06,23.85%,$190.67,$254.78,$246.67                                
2020-12-20T00:00:00+00:00,CVS,$109.30,63.98%,$65.21,$109.30,$103.23                                 
2020-12-20T00:00:00+00:00,MKC,$98.24,6.91%,$77.80,$98.24,$95.16                                     
2020-12-20T00:00:00+00:00,CNC,$77.32,31.74%,$57.97,$84.72,$80.33                                    
2020-12-20T00:00:00+00:00,AIG,$56.96,56.21%,$35.91,$61.91,$57.95                                    
2020-12-20T00:00:00+00:00,VZ,$52.90,-5.93%,$49.18,$57.48,$52.66                                     
2020-12-20T00:00:00+00:00,JCI,$72.17,59.67%,$44.89,$81.31,$77.21                                    
2020-12-20T00:00:00+00:00,IEX,$211.36,7.89%,$184.36,$238.93,$225.42                                 
2020-12-20T00:00:00+00:00,DAL,$38.27,-4.66%,$33.53,$51.65,$39.19                                    
2020-12-20T00:00:00+00:00,IFF,$130.68,17.75%,$102.76,$154.99,$142.61                                
2020-12-20T00:00:00+00:00,TMO,$572.32,23.89%,$438.97,$667.24,$619.41                                
2020-12-20T00:00:00+00:00,UAL,$40.91,-7.15%,$39.06,$62.45,$44.13                                    
2020-12-20T00:00:00+00:00,DOV,$167.15,36.72%,$114.98,$182.92,$176.30                                
2020-12-20T00:00:00+00:00,RSG,$126.59,35.56%,$87.62,$139.45,$132.38                                 
2020-12-20T00:00:00+00:00,HD,$366.72,38.15%,$245.80,$416.18,$386.17                                 
2020-12-20T00:00:00+00:00,FBHS,$92.44,5.35%,$81.80,$111.13,$100.86                                  
2020-12-20T00:00:00+00:00,ABC,$136.83,42.24%,$95.05,$136.83,$131.92                                 
2020-12-20T00:00:00+00:00,DRI,$138.51,22.20%,$109.01,$157.51,$143.15                                
2020-12-20T00:00:00+00:00,NEE,$72.50,-0.64%,$69.70,$93.36,$85.92                                    
2020-12-20T00:00:00+00:00,NSC,$272.03,20.06%,$226.58,$297.71,$285.84                                
2020-12-20T00:00:00+00:00,DG,$204.26,-2.25%,$176.76,$238.27,$223.15                                 
2020-12-20T00:00:00+00:00,C,$64.70,8.89%,$56.75,$78.70,$63.12                                       
2020-12-20T00:00:00+00:00,MAA,$204.79,70.87%,$117.99,$228.29,$215.47                                
2020-12-20T00:00:00+00:00,GIS,$69.37,22.55%,$52.63,$69.90,$67.72                                    
2020-12-20T00:00:00+00:00,PLD,$155.11,62.70%,$92.06,$168.36,$158.15                                 
2020-12-20T00:00:00+00:00,FITB,$44.47,67.69%,$26.29,$50.45,$45.63                                   
2020-12-20T00:00:00+00:00,AIZ,$151.28,17.70%,$120.62,$170.41,$153.21                                
2020-12-20T00:00:00+00:00,DXC,$29.66,28.90%,$22.69,$43.42,$32.03                                    
2020-12-20T00:00:00+00:00,PKI,$169.48,20.79%,$120.14,$200.98,$183.13                                
2020-12-20T00:00:00+00:00,VRSK,$193.29,-4.35%,$161.11,$230.03,$211.21                               
2020-12-20T00:00:00+00:00,BXP,$113.32,26.13%,$86.49,$125.71,$117.80                                 
2020-12-20T00:00:00+00:00,AVGO,$560.10,32.65%,$414.74,$674.28,$615.45                               
2020-12-20T00:00:00+00:00,APH,$77.12,20.56%,$59.38,$87.94,$82.24                                    
2020-12-20T00:00:00+00:00,DGX,$134.82,14.13%,$112.57,$172.26,$154.48                                
2020-12-20T00:00:00+00:00,AES,$22.15,0.32%,$22.07,$28.40,$23.33                                     
2020-12-20T00:00:00+00:00,PG,$160.58,20.35%,$119.23,$163.33,$160.12                                 
2020-12-20T00:00:00+00:00,ED,$84.64,26.03%,$63.73,$85.67,$83.80                                     
2020-12-20T00:00:00+00:00,VLO,$81.40,59.09%,$50.84,$85.64,$78.00                                    
2020-12-20T00:00:00+00:00,AOS,$75.48,38.04%,$52.10,$85.53,$81.22                                    
2020-12-20T00:00:00+00:00,ABBV,$137.94,40.83%,$97.09,$137.94,$133.45                                
2020-12-20T00:00:00+00:00,CCL,$18.90,-10.26%,$16.38,$31.31,$20.74                                   
2020-12-20T00:00:00+00:00,COST,$492.43,35.73%,$310.17,$567.77,$528.08                               
2020-12-20T00:00:00+00:00,OKE,$59.30,64.48%,$34.32,$63.92,$58.92                                    
2020-12-20T00:00:00+00:00,CL,$83.13,0.21%,$72.79,$84.88,$83.16                                      
2020-12-20T00:00:00+00:00,PFG,$72.10,54.68%,$46.51,$76.82,$73.37                                    
2020-12-20T00:00:00+00:00,LRCX,$561.14,16.64%,$469.05,$729.82,$669.65                               
2020-12-20T00:00:00+00:00,PNC,$208.04,48.55%,$139.21,$225.20,$207.56                                
2020-12-20T00:00:00+00:00,A,$137.02,17.16%,$114.37,$178.82,$147.76                                  
2020-12-20T00:00:00+00:00,MNST,$85.31,-4.11%,$81.06,$98.79,$91.67                                   
2020-12-20T00:00:00+00:00,SNA,$206.53,24.58%,$162.86,$252.55,$213.46                                
2020-12-20T00:00:00+00:00,CF,$71.10,93.89%,$35.38,$74.32,$68.96                                     
2020-12-20T00:00:00+00:00,RHI,$110.28,80.63%,$60.19,$119.18,$110.38                                 
2020-12-20T00:00:00+00:00,EVRG,$64.78,27.10%,$50.61,$68.66,$66.31                                   
2020-12-20T00:00:00+00:00,ALB,$206.23,46.39%,$139.56,$283.34,$226.51                                
2020-12-20T00:00:00+00:00,CTSH,$84.44,5.62%,$66.46,$91.42,$86.51                                    
2020-12-20T00:00:00+00:00,DVA,$110.16,-4.83%,$94.50,$133.78,$111.38                                 
2020-12-20T00:00:00+00:00,COTY,$8.14,19.81%,$6.33,$10.96,$9.55                                      
2020-12-20T00:00:00+00:00,GL,$102.07,11.79%,$85.09,$105.97,$98.06                                   
2020-12-20T00:00:00+00:00,CSX,$34.43,15.83%,$27.80,$37.71,$36.10                                    
2020-12-20T00:00:00+00:00,CFG,$51.71,55.43%,$32.77,$55.93,$50.24                                    
2020-12-20T00:00:00+00:00,EMN,$118.17,18.03%,$95.99,$127.69,$120.69                                 
2020-12-20T00:00:00+00:00,AMCR,$11.94,8.31%,$10.47,$12.60,$11.97                                    
2020-12-20T00:00:00+00:00,PSX,$84.22,32.66%,$63.48,$90.33,$79.59                                    
2020-12-20T00:00:00+00:00,CERN,$91.39,20.36%,$67.82,$93.19,$91.54                                   
2020-12-20T00:00:00+00:00,AMGN,$229.14,2.27%,$198.88,$257.33,$226.76                                
2020-12-20T00:00:00+00:00,CLX,$166.90,-14.95%,$156.81,$216.50,$174.47                               
2020-12-20T00:00:00+00:00,KHC,$36.05,6.31%,$31.38,$44.12,$36.41                                     
2020-12-20T00:00:00+00:00,RF,$23.10,53.22%,$14.97,$25.41,$23.01                                     
2020-12-20T00:00:00+00:00,COP,$89.26,129.32%,$37.75,$89.66,$78.92                                   
2020-12-20T00:00:00+00:00,ROP,$435.18,3.70%,$369.98,$497.77,$461.19                                 
2020-12-20T00:00:00+00:00,CAT,$201.16,14.54%,$172.13,$240.98,$212.32                                
2020-12-20T00:00:00+00:00,NTAP,$86.37,36.53%,$60.31,$95.48,$90.60                                   
2020-12-20T00:00:00+00:00,AFL,$62.36,46.60%,$41.99,$64.06,$60.40                                    
2020-12-20T00:00:00+00:00,ALGN,$463.96,-12.58%,$455.62,$729.92,$564.64                              
2020-12-20T00:00:00+00:00,CAG,$35.35,2.60%,$30.18,$37.85,$34.12                                     
2020-12-20T00:00:00+00:00,JNPR,$33.63,53.96%,$21.55,$35.77,$34.03                                   
2020-12-20T00:00:00+00:00,FLS,$32.55,-9.70%,$28.66,$43.56,$31.30                                    
2020-12-20T00:00:00+00:00,KIM,$24.21,73.14%,$13.89,$25.23,$24.19                                    
2020-12-20T00:00:00+00:00,SEE,$67.87,51.92%,$41.33,$68.64,$66.50                                    
2020-12-20T00:00:00+00:00,CHD,$102.98,20.40%,$77.25,$104.22,$101.48                                 
2020-12-20T00:00:00+00:00,CHRW,$104.10,12.58%,$84.64,$110.95,$106.03                                
2020-12-20T00:00:00+00:00,DPZ,$440.93,11.94%,$327.51,$564.33,$502.77                                
2020-12-20T00:00:00+00:00,OXY,$37.57,115.36%,$16.90,$37.57,$32.43                                   
2020-12-20T00:00:00+00:00,EMR,$90.69,15.01%,$76.35,$105.14,$93.42                                   
2020-12-20T00:00:00+00:00,K,$65.25,10.06%,$54.79,$67.53,$65.29                                      
2020-12-20T00:00:00+00:00,EXC,$57.33,40.70%,$37.89,$57.76,$55.96                                    
2020-12-20T00:00:00+00:00,ETR,$111.18,18.95%,$84.47,$113.71,$110.31                                 
2020-12-20T00:00:00+00:00,PNW,$70.84,-4.26%,$62.55,$86.14,$69.94                                    
2020-12-20T00:00:00+00:00,IBM,$134.51,19.96%,$107.76,$141.02,$132.62                                
2020-12-20T00:00:00+00:00,ILMN,$331.96,-8.46%,$324.36,$524.84,$375.73                               
2020-12-20T00:00:00+00:00,AJG,$154.56,25.33%,$111.59,$170.44,$162.23                                
2020-12-20T00:00:00+00:00,ESS,$332.33,47.28%,$221.19,$356.63,$342.01                                
2020-12-20T00:00:00+00:00,FTV,$69.69,0.21%,$65.64,$79.06,$72.86                                     
2020-12-20T00:00:00+00:00,NVDA,$228.40,71.41%,$115.87,$333.76,$271.07                               
2020-12-20T00:00:00+00:00,ARE,$189.65,11.89%,$154.31,$223.16,$209.29                                
2020-12-20T00:00:00+00:00,INTC,$47.73,4.22%,$45.61,$67.84,$52.36                                    
2020-12-20T00:00:00+00:00,LOW,$235.05,45.56%,$151.63,$260.52,$245.03                                
2020-12-20T00:00:00+00:00,DLR,$148.80,13.89%,$121.93,$176.87,$163.05                                
2020-12-20T00:00:00+00:00,KEY,$25.13,65.18%,$15.20,$27.01,$24.58                                    
2020-12-20T00:00:00+00:00,NWSA,$21.76,23.76%,$17.57,$27.64,$22.08                                   
2020-12-20T00:00:00+00:00,CHTR,$590.47,-9.81%,$555.00,$821.01,$616.71                               
2020-12-20T00:00:00+00:00,DVN,$51.56,252.66%,$14.17,$51.79,$46.62                                   
2020-12-20T00:00:00+00:00,CDNS,$145.42,10.39%,$119.68,$191.65,$168.94                               
2020-12-20T00:00:00+00:00,AMZN,$2879.56,-10.19%,$2777.45,$3731.41,$3215.62                          
2020-12-20T00:00:00+00:00,BMY,$64.91,8.94%,$53.16,$68.15,$62.82                                     
2020-12-20T00:00:00+00:00,BSX,$42.75,22.77%,$34.36,$45.88,$42.83                                    
2020-12-20T00:00:00+00:00,APA,$33.17,125.72%,$13.97,$33.17,$29.33                                   
2020-12-20T00:00:00+00:00,DHI,$86.07,19.74%,$65.28,$109.65,$98.66                                   
2020-12-20T00:00:00+00:00,SPGI,$406.43,28.17%,$303.58,$478.97,$445.31                               
2020-12-20T00:00:00+00:00,FOXA,$40.10,45.45%,$27.12,$44.18,$38.23                                   
2020-12-20T00:00:00+00:00,EIX,$61.98,5.85%,$51.64,$68.25,$65.09                                     
2020-12-20T00:00:00+00:00,GD,$212.83,46.77%,$141.39,$213.10,$207.47                                 
2020-12-20T00:00:00+00:00,HIG,$71.24,53.46%,$46.42,$73.68,$70.07                                    
2020-12-20T00:00:00+00:00,ROK,$284.59,15.87%,$237.42,$351.35,$328.98                                
2020-12-20T00:00:00+00:00,PEP,$172.67,20.58%,$127.19,$175.64,$172.50                                
2020-12-20T00:00:00+00:00,ATO,$106.15,18.47%,$82.94,$106.60,$104.02                                 
2020-12-20T00:00:00+00:00,ATVI,$79.14,-10.46%,$57.28,$103.31,$69.55                                 
2020-12-20T00:00:00+00:00,CINF,$117.43,41.26%,$82.79,$126.18,$115.46                                
2020-12-20T00:00:00+00:00,BWA,$42.65,12.32%,$37.50,$54.03,$45.61                                    
2020-12-20T00:00:00+00:00,ADI,$158.63,12.20%,$141.38,$188.80,$168.97                                
2020-12-20T00:00:00+00:00,ETN,$156.71,36.62%,$112.63,$173.90,$166.40                                
2020-12-20T00:00:00+00:00,F,$19.53,120.93%,$8.43,$25.06,$21.66                                      
2020-12-20T00:00:00+00:00,KLAC,$366.65,41.42%,$251.34,$445.00,$409.86                               
2020-12-20T00:00:00+00:00,DRE,$57.19,49.92%,$37.34,$65.64,$60.92                                    
2020-12-20T00:00:00+00:00,ADSK,$239.54,-20.39%,$228.66,$342.27,$264.40                              
2020-12-20T00:00:00+00:00,HES,$91.03,69.88%,$51.41,$92.18,$82.76                                    
2020-12-20T00:00:00+00:00,FCX,$36.03,46.11%,$24.05,$45.08,$41.06                                    
2020-12-20T00:00:00+00:00,MDT,$103.12,-7.96%,$98.90,$133.66,$104.71                                 
2020-12-20T00:00:00+00:00,BA,$190.59,-13.10%,$188.19,$269.19,$206.43                                
2020-12-20T00:00:00+00:00,DIS,$138.68,-18.75%,$133.60,$201.91,$150.18                               
2020-12-20T00:00:00+00:00,NOW,$561.33,1.91%,$454.40,$701.73,$580.48                                 
2020-12-20T00:00:00+00:00,CME,$225.75,27.00%,$176.36,$231.97,$225.92                                
2020-12-20T00:00:00+00:00,XEL,$69.84,9.03%,$57.22,$72.11,$68.12                                     
2020-12-20T00:00:00+00:00,EXPD,$113.10,20.39%,$89.10,$135.62,$125.26                                
2020-12-20T00:00:00+00:00,D,$79.47,10.37%,$66.02,$80.21,$78.51                                      
2020-12-20T00:00:00+00:00,MSI,$227.20,39.35%,$163.04,$272.73,$253.66                                
2020-12-20T00:00:00+00:00,FANG,$128.72,188.99%,$43.58,$129.21,$116.97                               
2020-12-20T00:00:00+00:00,L,$58.87,35.11%,$42.85,$61.63,$58.79                                      
2020-12-20T00:00:00+00:00,CCI,$180.77,21.51%,$142.48,$208.74,$192.91                                
2020-12-20T00:00:00+00:00,MMM,$163.12,-4.19%,$160.12,$202.84,$175.91                                
2020-12-20T00:00:00+00:00,APD,$277.55,7.72%,$247.82,$312.72,$293.35                                 
2020-12-20T00:00:00+00:00,IP,$47.19,4.61%,$42.62,$60.11,$47.46                                      
2020-12-20T00:00:00+00:00,BLL,$93.53,1.65%,$78.70,$97.58,$91.18                                     
2020-12-20T00:00:00+00:00,BAC,$45.87,57.21%,$28.66,$49.21,$46.03                                    
2020-12-20T00:00:00+00:00,NUE,$99.80,89.10%,$47.87,$125.13,$109.37                                  
2020-12-20T00:00:00+00:00,HRB,$22.48,54.74%,$14.49,$25.70,$22.96                                    
2020-12-20T00:00:00+00:00,CTXS,$105.55,-19.01%,$78.72,$143.61,$97.03                                
2020-12-20T00:00:00+00:00,KO,$60.84,18.84%,$46.68,$61.39,$59.68                                     
2020-12-20T00:00:00+00:00,CPB,$44.22,-4.70%,$39.58,$51.01,$44.10                                    
2020-12-20T00:00:00+00:00,AWK,$157.80,7.35%,$130.69,$188.86,$173.08                                 
2020-12-20T00:00:00+00:00,MCO,$336.43,21.54%,$261.09,$406.04,$369.51                                
2020-12-20T00:00:00+00:00,ALL,$120.84,16.84%,$100.54,$136.66,$119.53                                
2020-12-20T00:00:00+00:00,ZBRA,$492.57,31.03%,$375.91,$614.55,$546.84                               
2020-12-20T00:00:00+00:00,BLK,$807.97,17.90%,$673.97,$967.03,$872.84                                
2020-12-20T00:00:00+00:00,FMC,$108.47,-3.76%,$86.90,$120.09,$108.57                                 
2020-12-20T00:00:00+00:00,CVX,$130.68,59.75%,$80.16,$135.37,$123.38                                 
2020-12-20T00:00:00+00:00,CMCSA,$49.72,0.04%,$47.71,$61.75,$50.00                                   
2020-12-20T00:00:00+00:00,BDX,$255.77,4.61%,$235.00,$264.63,$255.90                                 
2020-12-20T00:00:00+00:00,NWL,$23.00,13.20%,$20.32,$29.10,$22.61                                    
2020-12-20T00:00:00+00:00,PKG,$145.48,11.87%,$126.24,$151.90,$135.32                                
2020-12-20T00:00:00+00:00,IRM,$45.00,63.27%,$26.47,$52.77,$47.98                                    
2020-12-20T00:00:00+00:00,DUK,$104.73,22.20%,$83.18,$106.77,$103.50                                 
2020-12-20T00:00:00+00:00,BR,$154.18,4.77%,$137.12,$184.48,$169.82                                  
2020-12-20T00:00:00+00:00,ABMD,$277.25,-6.27%,$262.71,$376.20,$323.38                               
2020-12-20T00:00:00+00:00,DTE,$120.24,23.17%,$97.11,$120.38,$118.63                                 
2020-12-20T00:00:00+00:00,PM,$103.51,31.31%,$75.11,$103.51,$97.88                                   
2020-12-20T00:00:00+00:00,MO,$50.48,28.89%,$37.91,$50.81,$48.81                                     
2020-12-20T00:00:00+00:00,IQV,$238.99,35.21%,$173.00,$282.61,$259.46                                
2020-12-20T00:00:00+00:00,CMS,$63.88,13.33%,$52.76,$65.41,$64.09                                    
2020-12-20T00:00:00+00:00,JBHT,$191.90,36.82%,$134.16,$207.66,$199.43                               
2020-12-20T00:00:00+00:00,ODFL,$293.49,48.61%,$190.37,$364.00,$329.60                               
2020-12-20T00:00:00+00:00,HPQ,$36.31,55.29%,$23.38,$39.20,$37.37                                    
2020-12-20T00:00:00+00:00,ES,$87.23,7.19%,$75.68,$91.37,$88.35                                      
2020-12-20T00:00:00+00:00,AMAT,$132.45,53.84%,$83.72,$167.00,$150.03                                
2020-12-20T00:00:00+00:00,AEE,$87.61,16.72%,$68.43,$89.06,$87.62                                    
